链接,面积,房屋户型,楼层,房屋朝向,地铁,小区,位置,时间,租赁方式,付款方式,房屋现状,租赁周期,装修描述,小区介绍,学区介绍,核心卖点,周边配套,交通出行,户型介绍,投资分析
http://gz.lianjia.com/zufang/GZ0002269795.html,130平米,3室2厅2卫  整租,低楼层 (共30层),东南,距地铁1号线体育西路549米,富力盈力大厦8套出租中,天河珠江新城西,87天前发布,整租,暂无数据,暂无数据,暂无数据,"商住两用 可注册公司,保养新净，安静舒适，朝向特好，大飘台，光线充足，景观好",购物中心超市，菜市，酒店，咖啡馆，中式、西式、港式餐厅，饭馆，寿司店，会所，健身房，泳池，银行，学校，医院，花城广场，广州图书馆，广州大剧院，广东省博物馆，海心沙，广州塔,,"商住两用，可注册,安静舒适 光线充足",史丹尼周边配套完善，交通便利。是珠江新城写字楼中，比较经济实惠的,3、5号线双线地铁，地铁珠江新城站和五羊新城站，走路到史丹尼大概10分钟左右。,,
http://gz.lianjia.com/zufang/GZ0002258456.html,87平米,3室2厅1卫  整租,高楼层 (共9层),南 北,距地铁1号线陈家祠412米,幸福新村4套出租中,荔湾荔湾路,88天前发布,整租,暂无数据,暂无数据,暂无数据,房屋内带有住家装修，总体保养得比较新净，里面干净整洁、部分家私电器都比较完善，可以拎包入住的,,周边学校有:龙津小学 西华路小学 乐贤坊小学 荔湾区少年宫 西关外国语小学 玛利亚 比诺中英文以及西关幼儿园等等,幸福新村 三房一厅 分家电齐全 南北对流,家乐福超市，万佳百货，国美电器，新光城市广场，新大新百货；医院：荔湾区中医院;银行：中国银行，工商银行。,,,
http://gz.lianjia.com/zufang/GZ0002269790.html,69平米,5室2厅2卫  整租,低楼层 (共32层),南,暂无数据,金碧世纪花园21套出租中,黄埔区府,111天前发布,整租,暂无数据,暂无数据,暂无数据,户型方正 保养很好，装修靓丽，家私电器齐，采光好 可拎包入住,金碧世纪花园座落于天河中山大道与黄圃交界处，BRT莲溪旁。交通四通八达，路段。小区有浓厚的住家气氛，环境优美，绿化面积广。幼儿园，超市，美容院，菜市场等等一应都有，足不出户便可享受生活,,南北对流 采光通透 家电齐,"周边公交：途经公交车：B16路, B17路, B20路, B27路, B5路莲溪-公交车站途经公交车：41路夜班, 46路夜班, 550路, B15路, B1快, B1路, B20路, B26路, 夜13路,附近地铁：地铁5号线鱼珠站。",,,
http://gz.lianjia.com/zufang/GZ0002258551.html,90平米,3室1厅1卫  整租,高楼层 (共17层),东南,暂无数据,保利公园九里3套出租中,荔湾龙溪,86天前发布,整租,暂无数据,暂无数据,暂无数据,全屋精装修，1房1厅1卫1厨1阳台，设计时尚，房大厅大，通风采光好。,保利公园九里 位于荔湾区龙溪中路，占地11万平米，总建筑面积约40万平米。 项目北临花地河畔，自然景观优势突出，社区还配备了双园林、双泳池、双会所，每栋楼的楼间距均保持在80米以上，目前各项规划配套正在逐步落实，利好消息频出。,,全新入住，电楼高层，带精装修，环境舒适,项目配套休闲娱乐：葵蓬生态园 医院：综合性三甲医院广州中医药大学第三附属医院、广州市第一人民医院，并且有妇幼保健专科二甲医院广州市荔湾区妇幼保健院购物：4万㎡的邦华商业配套,交通状况：(1)公交车站：增南路口站，公交207线、838.966线途经；(2)地铁站：地铁一号线坑口站、广佛线菊树站，10分钟路程(3)地铁接驳巴：周六日、节假日，地铁一号线坑口站A出口；,,
http://gz.lianjia.com/zufang/GZ0002269827.html,89平米 (套内71平米),3室2厅1卫  整租,低楼层 (共34层),北,距地铁6号线如意坊774米,万科柏悦湾4套出租中,荔湾大坦沙,82天前发布,整租,暂无数据,暂无数据,暂无数据,万科柏悦湾 户型方正，家电齐 业主爱惜房子 保养新净 无明显污迹与渗漏 可直接入住,,中小学：双桥小学，河沙小学，沙面小学分校幼儿园，广雅幼儿园，河沙幼儿园。,业主保养良好 可以拎包入住,华润万家，乐家购物商场，日新百货商场，美景百货商场，柏康药店，佳选百货，裕富多平价商场，佳又多好超市。,,,
http://gz.lianjia.com/zufang/GZ0002269743.html,42.86平米,1室1厅1卫  整租,中楼层 (共5层),南,距地铁1号线陈家祠686米,荔湾路5套出租中,荔湾陈家祠,102天前发布,整租,暂无数据,暂无数据,暂无数据,"业主简易装修,居家两房 舒适温馨 格局方正通风采光好 交通便利 地铁沿线 生活配套成熟",,,居家两房近地铁 家私家电齐 实用舒适,附近有荔湾体育馆，荔湾区青少年宫，广州医科大学荔湾医院，陈家祠旅游景点，新光百货等大开型商场广场,公交：133.196.268.413.705.高峰37.高峰61.夜95。步行10分钟左右到陈家祠地铁站,,
http://gz.lianjia.com/zufang/GZ0002269771.html,155平米,3室2厅2卫  整租,低楼层 (共22层),北,距地铁5号线潭村602米,凯旋新世界枫丹丽舍8套出租中,天河珠江新城东,141天前发布,整租,暂无数据,暂无数据,暂无数据,珠江新城低密度社区，格局方正，装修保养好，干净整洁；房大厅大，通风舒适。,"凯旋新世界位于天河珠江新城,城市新中轴线上,西为即将建设的市民广场和海心沙观光公园;东接直达深圳与珠江三角洲的华南快速干线,西北面驳广州大道与黄埔大道。",,格局方正，通风舒适，装修保养良好,周边配套 肉菜市场、超市、各类餐饮食肆、公交、银行、学校、医院等,地铁：五号线潭村站/猎德站。公交：珠江新城总站和临江大道东站,,
http://gz.lianjia.com/zufang/GZ0002269855.html,105.34平米,4室2厅2卫  整租,高楼层 (共8层),南,距地铁6号线天平架462米,侨乐新村1套出租中,天河沙太南,95天前发布,整租,暂无数据,暂无数据,暂无数据,房子装修壕华，四房两厅两个卫生间，家私电器齐。地板是瓷砖地板，墙壁是用乳白色油漆刷的，实用面积大，楼梯好走。,小区周围配套齐，旁边就是幼儿园，出了小区就是侨乐小学。很大的小区，治安管理舒心,,装修好好！~南北对流 交通便利 离学校近,,"小区门口步行200米左右可到侨乐新村公交站，途经的公交车有：136,502,808,201等，步行300米左右即是地铁六号线天平架地铁站。","房子是四房两厅两卫，进门是一个饭厅之后是客厅，厅出阳台，有两个卫生间,厅出阳台，南北对流,户型格局好。",
http://gz.lianjia.com/zufang/GZ0002269929.html,141平米,2室2厅1卫  整租,低楼层 (共15层),南 北,暂无数据,花都银燕大厦1套出租中,花都旧区,290天前发布,整租,暂无数据,暂无数据,暂无数据,子是电梯北向中层物业，房子格局方正，客厅非常大气，另外房子业主重新，格局方正 拎包即可入住.,空中花园 地铁沿线 交通方便 娱乐配套齐 花果山 人民广场 人民公园等等,,近五小 近花果山公园 近市场,,,,
http://gz.lianjia.com/zufang/GZ0002269886.html,100平米,3室1厅2卫  整租,高楼层 (共30层),北,距地铁6号线沙河顶849米,中强雅苑2套出租中,天河沙河,97天前发布,整租,暂无数据,暂无数据,暂无数据,中强雅苑实用3房电梯楼，小区管理，电梯高层，采光通风好。楼下就有公交站，靠近市场，生活配套齐。,,,格局方正 交通方便,学校：白云中学、沙河小学(与中强雅苑挂钩)、广州体育学院、军体院等;　　商场：鑫乐超市、佳惠货仓商场、佳兴超市、沙河服装市场、天平架水果批发市场、天平架综合批发市场等;　　医院：对面的白云区医院、广东省军区门诊部、广州振华骨伤医院;　　银行：沙河路上的工商银行,公交站有：白云区医院站，途径504，501，5，140，804，836，56，175，540，808等等,,
http://gz.lianjia.com/zufang/GZ0002270004.html,115平米,3室2厅2卫  整租,高楼层 (共28层),西北,暂无数据,新世界东逸花园11套出租中,天河天河公园,92天前发布,整租,暂无数据,暂无数据,暂无数据,"装修保养好，家私家电齐，安静,温馨舒适，租客可以令包入住，采光好。","东逸花园是新世界地产在公园旁的第2个楼盘，此物业坐落在天河公园西门口对面，公园沿线最中间的位置，整个花园呈长方形，共分为4期。四期是新修好的锦逸，外墙呈灰褐色，环境安静幽雅，楼下是花园和商铺，间隔方正使用，三面采光,通风充足，是4期中设计为新颖的，时尚的.",,厅大房大 装修保养好 家私家电齐,商场：华润万佳，国美电器，百佳超市，喜士多，肯德基，星巴克，就在附近；医院：邮电医院、华侨医院、中山医科大学附属第三医院等；银行：农业银行、建设银行、中国银行、工商银行、招商银行、中信银行,B1路、B2路、B3路、B4路、B5路、B6路、B10快线、B11路、B12路、B13路、B14路、B16、B17、B18、B19、B20、B21、B22、B23、B24路 等到华景新城站。,,
http://gz.lianjia.com/zufang/GZ0002269955.html,39平米,1室1厅1卫  整租,低楼层 (共9层),北,距地铁2号线东晓南384米,侨诚花园宝通街6套出租中,海珠金碧,309天前发布,整租,暂无数据,暂无数据,暂无数据,该物业我本人亲自看过，业主在2015年全新精装修过，并且现在保养的非常好，简单买点家私家电方可入住。,,,温馨一房 方正实用 安静舒适,【幼儿园】：晓港湾、穗华(省一级)锦丽居(双语)【中小学】：广州市97中、南武小学(省一级)、晓港湾小学【商场】：好又多超市、百佳超市、华润万家【医院】：中山二院南院、紫荆医院【市场】：侨诚菜市场、晓港湾菜市场、瑞宝菜市场,公交车路线：5路、35路、70路、82路、125路、125路、129路、129A路263路、273路、276路、287路、542路、780路、812路、967路、551路、882路...地铁：2号线东晓南路站、南洲站、广佛线南洲站【未开通，2016开通】,,
http://gz.lianjia.com/zufang/GZ0002269977.html,105平米,3室2厅1卫  整租,中楼层 (共25层),西南,距地铁5号线西场866米,荔港南湾A区6套出租中,荔湾南岸路,109天前发布,整租,暂无数据,暂无数据,暂无数据,业主自己装修过，房屋保养的都不错，只是没住一段时间了，卫生较好，家电齐即租即住。,,,温馨舒适 采光很好 简单实用,饮食：西关大少；学校：荔港南湾幼儿园，环翠园幼儿园，荔港南湾华侨小学，汇龙小学，南海中学银行：中国银行中国建设银行;超市：西村好又多及小区超市,荔港南湾交通：步行5-10分钟能到地铁5号线西场站和中山八路站，步行10分钟能达到中山八路工交总站和东风西路汽车站. 地铁-5号线西场站。公交车站-南岸路，线路有17、34、196、268、256、17、198、256、538、832、838,,
http://gz.lianjia.com/zufang/GZ0002270008.html,85平米,2室1厅1卫  整租,低楼层 (共8层),南,暂无数据,黄石花园黄园二街3套出租中,白云黄石路,246天前发布,整租,暂无数据,暂无数据,暂无数据,舒适两房 间单装修 即可拎包入住 通风透气 格局方正 是居家的,,,舒适两房 采光很好,幼儿园、小学等 周边有--好又多、祥景农贸市场、周记、澳葡街、东海酒楼、山东老家、金峰登、黄振龙、7.11便利店、中国银行、工商银行、农业银行、建设银行、商业银行等。,地铁：江夏站(2号线) 公交：291路、244路、268路、198路、254路、274路、36路、810路、803路、832路、108路、556路,,
http://gz.lianjia.com/zufang/GZ0002273489.html,124平米,3室1厅2卫  整租,低楼层 (共33层),南 北,暂无数据,中海金沙湾25套出租中,白云金沙洲,84天前发布,整租,暂无数据,暂无数据,暂无数据,中海金沙湾 中层南北对流 家私电器齐全，业主装修保养新，三房两厅，间隔实用。,,本项目内提供1所小学和两所幼儿园(交付佛山市南海区教育局管理)。除此之外，金沙洲内还提供广州地区的教育以供业主选择。金沙洲内拥有3所中学(2所48班，1所,家私电器齐全 拿包入住,商场： 好又多超市、宏城超市、百佳超市、嘉和超市 、卜峰莲花 医院：广州中医药大学附属骨伤科医院第二门诊部、黄岐医院 邮局：金沙洲邮局 银行：农业银行、工商银行、中国银行、招商银行、建设银行其他：城西公园足球场,"公交车：金沙洲总站、金沙洲路站、中海金沙湾总站，途经线路包括 12路、259路、夜16路、283路、夜45路、276路、290路、424路 885路 429路 205路 55路,地铁6号线 沙贝地铁站",,
